Bitcoinpad;2023-12-01 03:34:06;KRW;6287640.5139
CryptoTrader;2023-12-01 03:36:47;XMR;44.5739
CurrencyClimb;2023-12-01 03:42:00;INR;-255357.8356
CentSecurity;2023-12-01 03:45:04;SUI;5101.8542
CryptoDevious;2023-12-01 03:46:19;XTZ;9036.2285
Coldwalletbea;2023-12-01 03:48:20;CAD;10612.9000
CryptoDevious;2023-12-01 03:52:12;VET;-96833.4482
Cash4Crypto;2023-12-01 03:57:54;ICP;404.5838
CryptoProlific;2023-12-01 04:01:28;DKK;-15187.6146
CentSecurity;2023-12-01 04:05:07;MXN;85723.0690
LiabilityLedger;2023-12-01 04:12:41;NOK;16445.6987
Crazy4Crypto;2023-12-01 04:17:21;PLN;-24507.5307
CryptoProlific;2023-12-01 04:20:32;SNX;-1572.2514
Cryptowall;2023-12-01 04:29:08;SEI;9275.3632
_CoinLaundry_;2023-12-01 04:38:45;KCS;-753.6052
BITFountain;2023-12-01 04:42:55;PLN;-954.0345
LauncherLedger;2023-12-01 04:46:34;KRW;-4181295.3769
CryptoBrite;2023-12-01 04:52:20;ETC;326.0924
CoinCellar;2023-12-01 04:57:16;EUR;-6109.2409
AudaciousCoins;2023-12-01 05:00:00;NOK;-20169.5447
BITFountain;2023-12-01 05:02:10;SUI;-4257.4786
Vox_Ledger;2023-12-01 05:11:45;QNT;-87.1206
CryptoGrizzly;2023-12-01 05:12:26;HKD;50849.3634
ChainBucks;2023-12-01 05:17:56;CHF;6961.1209
Bitcoinpad;2023-12-01 05:18:30;CHF;-6554.1869
BlockchainBishop;2023-12-01 05:23:36;STX;4554.0841
LavaLedger;2023-12-01 05:25:24;NEO;801.0833
CryptoBrite;2023-12-01 05:30:03;CHZ;-8660.5363
ShrewdCrypto;2023-12-01 05:33:53;USD;-7325.6032
LedgerTeller;2023-12-01 05:42:48;TRX;50156.4576
CryptoSly;2023-12-01 05:48:20;UNI;-1480.0767
Coin+Cog;2023-12-01 05:49:02;CNY;-21040.2910
COINTRAL;2023-12-01 05:49:56;APT;-52.6514
Cryptowall;2023-12-01 05:51:36;SGD;8158.4503
CurrentExchange;2023-12-01 05:52:57;CAD;-12916.9505
Block__HODL;2023-12-01 06:00:37;FLR;73451.2134
ModeLedger;2023-12-01 06:03:55;XTZ;-2905.2361
DogeCoinDrip;2023-12-01 06:05:01;CHZ;80103.9816
Coin+Cog;2023-12-01 06:12:10;ADA;-18127.7991
CoinCellar;2023-12-01 06:17:58;CNY;42733.3790
CryptoGrizzly;2023-12-01 06:19:55;SGD;9182.0844
CryptoSly;2023-12-01 06:26:54;CNY;-47587.2382
WilyCrypto;2023-12-01 06:32:43;UNI;-651.4444
Clutch.Coin;2023-12-01 06:35:18;FTM;8876.9152
CarbonColdwallet;2023-12-01 06:37:28;BSV;-80.1302
SecureSilvers;2023-12-01 06:42:32;SEK;-25725.3501
CryptoTrader;2023-12-01 06:45:48;ARB;4248.8735
CryptoTrader;2023-12-01 06:52:18;PLN;-15009.0375
Dogelia;2023-12-01 06:55:10;INR;731585.1817
CapitalCart;2023-12-01 07:05:08;NZD;8657.4884
ShrewdCrypto;2023-12-01 07:11:55;USD;-8170.1569
Bitcoinpad;2023-12-01 07:18:55;FTM;22832.5877
SatoshiErie;2023-12-01 07:28:38;NZD;-1526.0013
E-CoinAgency;2023-12-01 07:29:15;NOK;21759.4559
CryptoGrizzly;2023-12-01 07:32:54;CAD;-10393.3444
TechnoCoins;2023-12-01 07:38:55;DKK;64255.5526
Expressexchange;2023-12-01 07:43:55;MNT;3229.4337
CryptoMask;2023-12-01 07:47:53;FTM;16354.9438
AgileCoin;2023-12-01 07:50:38;DKK;-13802.3412
CryptoSly;2023-12-01 07:58:39;NOK;38454.2903
ExpeditedExchange;2023-12-01 08:06:41;LEO;1856.8508
Crazy4Crypto;2023-12-01 08:08:11;GBP;-1238.8988
CapitalCart;2023-12-01 08:14:15;NEO;25.7122
CumminsAllison;2023-12-01 08:16:05;JPY;-899609.6656
Lizzys;2023-12-01 08:21:04;NOK;78077.5236
Snoqualmie;2023-12-01 08:27:52;MXN;23864.8528
Capitsio;2023-12-01 08:36:38;CZK;-80723.6883
BandsofBits*;2023-12-01 08:43:02;LEO;-952.7622
SatoshiStaff;2023-12-01 08:45:35;LTC;16.7475
DigiBronze;2023-12-01 08:54:41;MXN;148920.3365
LedgerTeller;2023-12-01 08:54:49;ARB;4536.5567
SatoshiErie;2023-12-01 09:00:32;OKB;138.8002
E-CoinAgency;2023-12-01 09:02:54;NOK;-55125.3133
Satoshi-Rial;2023-12-01 09:12:51;XMR;46.7765
TopCrypto;2023-12-01 09:14:16;UNI;-288.5586
_CoinLaundry_;2023-12-01 09:23:23;CHZ;40656.1783
ArrangeExchange;2023-12-01 09:25:11;QNT;-80.6928
Expressexchange;2023-12-01 09:28:03;CAD;4186.5904
LavaLedger;2023-12-01 09:30:38;EUR;-5753.2088
RippleTrust;2023-12-01 09:31:58;NOK;90165.2432
BandsofBits*;2023-12-01 09:33:30;IMX;-1694.2289
Cash4Crypto;2023-12-01 09:37:40;KRW;-11420974.8689
FredMeyer;2023-12-01 09:42:24;DYM;-746.4351
CurrencyClimb;2023-12-01 09:46:11;AUD;-4366.6329
BandsofBits*;2023-12-01 09:53:03;KCS;-177.4145
Crypto::Traders;2023-12-01 09:53:58;TWD;-213721.5984
LiabilityLedger;2023-12-01 09:57:40;WOO;-23622.8877
SatoshiStaff;2023-12-01 09:57:50;TON;2177.0661
CryptoCollective;2023-12-01 10:03:04;CHZ;-31272.7145
CarbonColdwallet;2023-12-01 10:05:21;HNT;378.1210
CryptoTrader;2023-12-01 10:09:33;LDO;2512.7532
LavaLedger;2023-12-01 10:18:49;OKB;-22.2324
BelCham;2023-12-01 10:28:48;USD;7022.8533
Crypto::Traders;2023-12-01 10:38:36;NOK;-34123.9700
MoneyMunch;2023-12-01 10:39:44;ICP;-463.8014
CarbonColdwallet;2023-12-01 10:48:03;LEO;586.3783
Coldwalletbea;2023-12-01 10:54:16;ARB;926.4156
Cryptoemotions;2023-12-01 11:02:43;BTT;-2846331638.5118
NorthIdaho;2023-12-01 11:03:09;CHF;-711.2057
Altcoinist;2023-12-01 11:06:54;PLN;41481.2879
CryptoCreed;2023-12-01 11:14:25;XMR;35.1228
CryptoGrizzly;2023-12-01 11:19:58;CZK;-201122.9477
ModeLedger;2023-12-01 11:22:08;FTM;-17194.9892
Clutch.Coin;2023-12-01 11:27:56;INR;98002.7669
SatoshiReact;2023-12-01 11:36:42;BCH;3.2652
BumbleBee;2023-12-01 11:42:09;INR;-824748.0291
ArrangeExchange;2023-12-01 11:49:36;BCH;18.0495
CentSecurity;2023-12-01 11:55:43;CNY;15296.9137
Crypto::Traders;2023-12-01 11:55:51;CHF;-608.7023
BITFountain;2023-12-01 12:02:51;GBP;2865.9547
Vox_Ledger;2023-12-01 12:04:38;CZK;-90610.2773
Coin+Cog;2023-12-01 12:04:50;CRO;39565.2621
Dogelia;2023-12-01 12:13:44;APT;-846.5809
CoinCygen;2023-12-01 12:20:51;USD;2064.6918
CryptoProlific;2023-12-01 12:29:25;DKK;62205.3317
CryptoDevious;2023-12-01 12:32:52;DKK;69353.7766
CryptexCapital;2023-12-01 12:35:04;BNB;5.0525
E-CashPros;2023-12-01 12:38:32;CZK;212021.9145
Bitcoinpad;2023-12-01 12:47:50;JPY;582885.5671
E-CashPros;2023-12-01 12:52:17;GRT;-45567.6147
Expressexchange;2023-12-01 12:59:32;XLM;2658.4235
Satoshi-Rial;2023-12-01 13:00:54;DAI;3843.6093
BandsofBits*;2023-12-01 13:05:21;ETH;2.5648
Crazy4Crypto;2023-12-01 13:07:58;EUR;-5618.3853
LiabilityLedger;2023-12-01 13:10:48;WOO;9458.7445
CryptoClamp;2023-12-01 13:11:02;JPY;-58017.5070
ArmstrongCoin;2023-12-01 13:11:20;CNY;68523.9097
Lizzys;2023-12-01 13:18:05;CHF;-4630.6348
CryptoAbsolute;2023-12-01 13:28:03;EUR;6841.8824
CryptoClamp;2023-12-01 13:35:02;JPY;606032.6852
LocalCrypto;2023-12-01 13:44:36;GBP;-4618.2096
BandsofBits*;2023-12-01 13:45:06;MNT;4641.7391
OpulentCrypto;2023-12-01 13:55:02;XRP;-11459.1854
IronCladCrypto;2023-12-01 14:00:57;BSV;89.7122
CryptoCollective;2023-12-01 14:07:07;MXN;73789.1351
GoldSurge;2023-12-01 14:13:58;INJ;192.1202
SatoshiReact;2023-12-01 14:14:04;FLR;306096.4175
Coin+Cog;2023-12-01 14:15:52;LTC;-80.0162
CryptoGrizzly;2023-12-01 14:19:14;MXN;-92603.8431
SatoshiLadies;2023-12-01 14:22:24;JPY;499147.5968
SatoshiStaff;2023-12-01 14:25:31;NEO;381.3455
CurrencyClimb;2023-12-01 14:32:00;JPY;-613567.0398
Coin+Cog;2023-12-01 14:38:28;DOT;-650.8730
Cryptoemotions;2023-12-01 14:43:29;GBP;3755.8729
SavingsScrunch;2023-12-01 14:51:19;SGD;8070.2936
CyberCoinage;2023-12-01 14:56:48;BCH;-20.7372
Cryptoemotions;2023-12-01 15:00:43;GBP;-6904.5653
Expressexchange;2023-12-01 15:10:43;MXN;136925.5566
CryptoFetch;2023-12-01 15:18:56;JPY;1344628.0133
MoneyMunch;2023-12-01 15:20:59;CHZ;-20459.9499
MidasMoney;2023-12-01 15:27:44;UNI;-479.0479
SatoshiErie;2023-12-01 15:29:45;CHF;-4629.8514
CumminsAllison;2023-12-01 15:39:15;QNT;57.1318
AudaciousCoins;2023-12-01 15:48:09;XRP;-3944.4973
CryptoAbsolute;2023-12-01 15:48:59;BNB;19.3537
SatoshiLadies;2023-12-01 15:51:27;HNT;-405.8161
CryptoProlific;2023-12-01 15:58:24;USD;-10080.9236
CryptoChill;2023-12-01 16:01:21;MXN;-109671.8896
Cryptowall;2023-12-01 16:07:24;MNT;13481.5863
Cash4Crypto;2023-12-01 16:17:07;TWD;165682.8908
DizzyCrypto;2023-12-01 16:26:55;GBP;4967.6586
IronCladCrypto;2023-12-01 16:31:54;IMX;-1493.9243
CaminoCoin;2023-12-01 16:35:57;NZD;12822.8488
CurrencyN;2023-12-01 16:40:52;INR;-137702.3402
Cash4Crypto;2023-12-01 16:46:47;SEK;81817.6509
Block__HODL;2023-12-01 16:54:38;SGD;6249.9089
CurrencyClimb;2023-12-01 16:59:29;SGD;6819.7683
CryptoBrite;2023-12-01 17:00:58;HKD;-58318.8591
BritanniaCoins;2023-12-01 17:05:58;SEI;-2489.1128
LedgerTeller;2023-12-01 17:11:50;LDO;297.9852
CryptoMask;2023-12-01 17:21:06;TON;-2633.7856
CurrencyN;2023-12-01 17:23:20;LEO;-662.5618
Moneyish;2023-12-01 17:30:44;CNY;-35593.8497
BitcoinLightning;2023-12-01 17:32:27;NZD;12100.8348
DigiBronze;2023-12-01 17:34:54;NOK;-107300.1821
BitcoinLightning;2023-12-01 17:35:29;ARB;2991.6320
TopCrypto;2023-12-01 17:37:14;JPY;-1348621.0663
Crypto::Traders;2023-12-01 17:44:23;DAI;2836.4797
Expressexchange;2023-12-01 17:51:17;NOK;-14051.7526
Cash4Crypto;2023-12-01 17:58:59;SGD;-9608.4652
BITFountain;2023-12-01 18:01:52;KRW;998725.5865
Block__HODL;2023-12-01 18:02:07;OKB;-141.3737
Coinaro;2023-12-01 18:02:27;SOL;14.6863
CumminsAllison;2023-12-01 18:06:29;LEO;2439.9957
CurrentExchange;2023-12-01 18:06:48;BTT;-7796706658.6180
SatoshiReact;2023-12-01 18:08:03;NZD;15002.9808
Moneyish;2023-12-01 18:12:52;KAS;-30553.6380
BonzaiCrypto;2023-12-01 18:19:56;JPY;-326885.2986
CapitalCart;2023-12-01 18:24:07;DKK;-44202.4962
Snoqualmie;2023-12-01 18:30:14;CZK;181263.1851
E-CoinAgency;2023-12-01 18:38:43;SEK;-26488.3803
Cash4Crypto;2023-12-01 18:45:27;SEK;44739.6398
CryptoComplex;2023-12-01 18:53:24;JPY;522168.6438
E-CoinAgency;2023-12-01 18:59:10;XMR;-32.4382
CentSecurity;2023-12-01 19:03:17;INJ;147.4196
CryptoCollective;2023-12-01 19:10:14;CAD;-10448.6269
Capitsio;2023-12-01 19:16:45;CZK;186782.6026
LaundryDepot;2023-12-01 19:25:25;NOK;60092.1836
Cryptowall;2023-12-01 19:26:36;CNY;28995.1729
InfinityCurrency;2023-12-01 19:34:17;TRX;13691.4003
CryptoBrite;2023-12-01 19:37:40;ETC;33.9347
SatoshiReact;2023-12-01 19:43:00;PLN;31668.4508
Snoqualmie;2023-12-01 19:44:46;MNT;12390.8622
Bitcoinpad;2023-12-01 19:46:00;JPY;-1008618.4985
SatoshiLadies;2023-12-01 19:48:06;SEI;6418.6823
CurrentExchange;2023-12-01 19:53:07;CHF;5652.0739
GoldSurge;2023-12-01 19:58:01;HKD;3630.3259
Lizzys;2023-12-01 20:02:43;CNY;11493.7560
RippleTrust;2023-12-01 20:06:15;AUD;-10558.7389
CoinCygen;2023-12-01 20:14:07;INR;730596.3362
CoinCygen;2023-12-01 20:20:46;XMR;-65.8627
BritanniaCoins;2023-12-01 20:23:57;INJ;303.8986
TechAlpharetta;2023-12-01 20:30:03;CHF;915.3857
E-CoinAgency;2023-12-01 20:38:22;INJ;-251.4964
LiabilityLedger;2023-12-01 20:44:31;USD;8232.5389
Vox_Ledger;2023-12-01 20:46:25;KAS;-19651.8403
Bitcoinpad;2023-12-01 20:56:21;SUI;-3051.3878
_CoinLaundry_;2023-12-01 20:58:00;WOO;20753.8838
WilyCrypto;2023-12-01 20:59:16;CNY;-8325.4048
COINTRAL;2023-12-01 21:02:01;MNT;-1810.9357
GoldSurge;2023-12-01 21:05:51;EUR;-4592.0883
MidasMoney;2023-12-01 21:11:40;STX;-1290.7851
CurrencyClimb;2023-12-01 21:19:48;GRT;35722.4250
DigiBronze;2023-12-01 21:23:45;VET;-126945.8995
CarbonColdwallet;2023-12-01 21:32:37;QNT;-55.1493
SatoshiErie;2023-12-01 21:32:39;STX;363.0601
CoinCygen;2023-12-01 21:40:00;XRP;7292.0591
CapitalCart;2023-12-01 21:46:43;USD;5991.6478
CryptoAbsolute;2023-12-01 21:53:27;DKK;45181.6485
Vox_Ledger;2023-12-01 21:54:36;CAD;8656.1656
BumbleBee;2023-12-01 21:59:11;KCS;237.7555
BumbleBee;2023-12-01 22:06:58;ADA;-16059.9491
Capitsio;2023-12-01 22:12:50;CNY;-49279.1517
CurrentExchange;2023-12-01 22:21:58;NZD;-3877.2483
LiabilityLedger;2023-12-01 22:29:41;CAD;2320.4655
Crazy4Crypto;2023-12-01 22:31:53;EUR;7498.9656
Crypto::Traders;2023-12-01 22:37:07;PLN;26440.0881
CryptoAbsolute;2023-12-01 22:38:43;BTT;-6471879359.0197
E-CashPros;2023-12-01 22:41:12;MNT;-7346.7630
WilyCrypto;2023-12-01 22:42:17;KRW;-10152507.3802
CarbonColdwallet;2023-12-01 22:44:02;SGD;-10634.7937
ArrangeExchange;2023-12-01 22:47:52;SGD;-8115.3200
SatoshiErie;2023-12-01 22:56:19;TWD;291681.7723
CurrentExchange;2023-12-01 22:56:39;EUR;-2633.7417
MoneyMunch;2023-12-01 23:01:37;USD;6686.0126
CryptoTrader;2023-12-01 23:09:54;BGB;-13039.6980
SatoshiStaff;2023-12-01 23:15:34;SGD;-10421.4755
CaminoCoin;2023-12-01 23:15:51;CAD;-6225.1983
LavaLedger;2023-12-01 23:21:52;TON;-1125.5092
CryptoFetch;2023-12-01 23:24:37;UNI;1070.5783
ExpeditedExchange;2023-12-01 23:25:54;GBP;668.6087
ArmstrongCoin;2023-12-01 23:35:19;AUD;-5495.5698
DizzyCrypto;2023-12-01 23:39:11;BCH;-11.4740
SavingsScrunch;2023-12-01 23:42:50;JPY;-36915.2948
Altcoinist;2023-12-01 23:44:47;INJ;-175.9078
CryptoGrizzly;2023-12-01 23:50:18;APT;177.5306
DigiBronze;2023-12-01 23:55:45;DKK;3809.1936
SatoshiErie;2023-12-01 23:58:38;DYM;-247.9893
SatoshiErie;2023-12-02 00:04:31;DAI;-505.9231
DizzyCrypto;2023-12-02 00:06:12;USD;-8298.0647
CoinCellar;2023-12-02 00:15:35;AXS;249.8726
BritanniaCoins;2023-12-02 00:24:48;KRW;-12604044.8693
CapitalCart;2023-12-02 00:28:03;MKR;1.9232
BatCoin;2023-12-02 00:29:22;FTM;1550.6200
LiabilityLedger;2023-12-02 00:32:45;SEK;-75179.5498
SecureSilvers;2023-12-02 00:39:17;BNB;-2.2482
PistolAnnies;2023-12-02 00:47:30;KRW;12294099.4437
SatoshiStaff;2023-12-02 00:55:42;HKD;-80585.1355
Moneyish;2023-12-02 01:04:50;XLM;15818.1941
CryptoMask;2023-12-02 01:10:29;BTT;4649505726.9333
CryptoSly;2023-12-02 01:13:07;APT;-906.4648
TopCrypto;2023-12-02 01:14:24;LTC;-43.5905
CapitalCart;2023-12-02 01:23:58;AUD;-7688.0898
_CoinLaundry_;2023-12-02 01:29:58;SEK;59861.4863
IronCladCrypto;2023-12-02 01:34:42;DYM;-868.4099
Cryptowall;2023-12-02 01:36:34;PLN;23943.1706
Cryptowall;2023-12-02 01:45:22;CHF;-6303.8661
Moneyish;2023-12-02 01:51:53;CAD;12408.7772
CryptoMask;2023-12-02 01:56:13;TWD;-20120.5644
Gemini;2023-12-02 02:00:58;NOK;93711.2677
CurrencyClimb;2023-12-02 02:05:55;MXN;-22835.5333
LauncherLedger;2023-12-02 02:15:48;HKD;-59558.0399
TechnoCoins;2023-12-02 02:22:34;BGB;7167.3493
LavaLedger;2023-12-02 02:28:19;SNX;-1409.6797
BlockchainBishop;2023-12-02 02:37:41;DAI;-193.1545
BonzaiCrypto;2023-12-02 02:40:19;CNY;21970.3301
LaundryDepot;2023-12-02 02:47:36;BTT;2998287243.2878
SatoshiReact;2023-12-02 02:51:14;VET;19252.6843
WilyCrypto;2023-12-02 03:00:41;INJ;-167.9567
TopCrypto;2023-12-02 03:01:43;XTZ;-1514.6085
LocalCrypto;2023-12-02 03:07:08;BTT;7472401386.1842
LaundryDepot;2023-12-02 03:14:43;ETC;265.8395
Coldwalletbea;2023-12-02 03:19:58;CNY;19657.6744
Cryptoemotions;2023-12-02 03:28:27;STX;2624.8238
AgileCoin;2023-12-02 03:30:59;KRW;5310006.3971
BonzaiCrypto;2023-12-02 03:32:24;PLN;-10082.2437
CapitalCart;2023-12-02 03:39:07;DAI;3994.7595
CryptoTrader;2023-12-02 03:48:01;INR;429223.3009
CurrentCrypto;2023-12-02 03:52:15;GBP;1450.9186
Lizzys;2023-12-02 03:57:13;NZD;8770.7430
Expressexchange;2023-12-02 04:02:25;UNI;-1312.0073
Vox_Ledger;2023-12-02 04:02:39;GBP;-192.4034
CaminoCoin;2023-12-02 04:03:54;KCS;-24.9722
AudaciousCoins;2023-12-02 04:07:25;ICP;-343.6449
ArmstrongCoin;2023-12-02 04:15:45;TON;1395.5083
ChainBucks;2023-12-02 04:22:32;STX;-334.6926
InfinityCurrency;2023-12-02 04:29:24;CHF;8089.0616
TechnoCoins;2023-12-02 04:39:24;ARB;1344.7656
Satoshi-Rial;2023-12-02 04:43:26;EUR;-7858.0351
LocalCrypto;2023-12-02 04:48:58;OKB;123.2161
SatoshiReact;2023-12-02 04:52:49;DOT;-1024.4445
CentSecurity;2023-12-02 05:01:05;SGD;5756.5476
CryForCrypto;2023-12-02 05:07:55;STX;-3832.3934
CryForCrypto;2023-12-02 05:16:12;OKB;-124.1664
BITFountain;2023-12-02 05:16:41;GRT;-5552.3915
Cryptoemotions;2023-12-02 05:22:05;GRT;39627.8738
SatoshiErie;2023-12-02 05:26:53;BNB;-21.6850
E-CashPros;2023-12-02 05:34:35;SGD;-12042.7509
CryptoComplex;2023-12-02 05:44:31;XRP;-9004.5407
DizzyCrypto;2023-12-02 05:48:00;TRX;-42842.2297
SatoshiReact;2023-12-02 05:56:07;SEK;60093.0345
BitcoinLightning;2023-12-02 05:56:21;LEO;-1826.5309
CryptoBrite;2023-12-02 06:01:15;BCH;-24.2744
Cryptowall;2023-12-02 06:01:52;IMX;-1006.8011
CryptoProlific;2023-12-02 06:03:50;CRO;-38646.2718
AudaciousCoins;2023-12-02 06:04:51;LDO;-2828.0474
Coldwalletbea;2023-12-02 06:11:56;SUI;3993.1274
AgileCoin;2023-12-02 06:12:27;EUR;5485.6248
Gemini;2023-12-02 06:15:27;STX;-3160.9947
LiabilityLedger;2023-12-02 06:25:03;CNY;24188.7643
CapitalCart;2023-12-02 06:32:32;GBP;-6737.2627
CoinCygen;2023-12-02 06:34:44;FTM;710.7858
BITFountain;2023-12-02 06:41:07;ETC;-296.1845
CentSecurity;2023-12-02 06:48:48;LTC;95.7501
SilvaLedger;2023-12-02 06:57:30;APT;270.8385
MoneyMunch;2023-12-02 07:05:46;KRW;-682582.8405
Bitcoinpad;2023-12-02 07:07:02;BTC;0.0718
Coin+Cog;2023-12-02 07:08:18;SGD;11766.4347
CryptoProlific;2023-12-02 07:12:06;PLN;21122.2697
BelCham;2023-12-02 07:21:52;MKR;-4.1609
WilyCrypto;2023-12-02 07:31:52;DKK;8618.5999
CryptoBrite;2023-12-02 07:40:51;DAI;7647.1551
ArmstrongCoin;2023-12-02 07:49:17;CNY;15449.0294
CryptoDevious;2023-12-02 07:55:36;AXS;657.9159
BITFountain;2023-12-02 08:02:17;CHF;1713.9812
LaundryDepot;2023-12-02 08:03:16;SEK;-85361.8907
Coldwalletbea;2023-12-02 08:07:07;AUD;-4268.7312
E-CashPros;2023-12-02 08:07:07;NOK;32780.9979
Cash4Crypto;2023-12-02 08:13:26;DYM;-814.8394
E-CashPros;2023-12-02 08:14:17;AUD;-1987.5935
ChainBucks;2023-12-02 08:23:44;KRW;288198.4789
CryptoCreed;2023-12-02 08:24:35;CAD;1873.9930
Expressexchange;2023-12-02 08:26:27;HNT;712.5929
MoneyMunch;2023-12-02 08:34:54;HKD;24834.3790
MidasMoney;2023-12-02 08:35:03;NOK;-61684.2044
CryptoFetch;2023-12-02 08:35:21;MXN;99578.5974
Snoqualmie;2023-12-02 08:45:05;SGD;4392.3018
Dogelia;2023-12-02 08:46:58;IMX;133.2972
CryptoFetch;2023-12-02 08:47:51;STX;-302.2900
Lizzys;2023-12-02 08:57:49;SEK;-5167.6174
ShrewdCrypto;2023-12-02 09:03:04;SOL;3.4826
CryptoFetch;2023-12-02 09:12:33;USD;-6546.6542
DizzyCrypto;2023-12-02 09:13:23;SEK;-20159.0244
TopCrypto;2023-12-02 09:20:37;LTC;-53.3545
LauncherLedger;2023-12-02 09:24:10;MNT;10352.7636
CurrentCrypto;2023-12-02 09:31:59;BNB;-5.4340
CryForCrypto;2023-12-02 09:36:44;VET;192418.5032
SatoshiErie;2023-12-02 09:37:04;CHZ;18552.0475
Gemini;2023-12-02 09:41:18;ETH;-2.1104
LocalCrypto;2023-12-02 09:44:02;SEI;8877.9715
Moneyish;2023-12-02 09:49:10;USD;2868.8776
Coin+Cog;2023-12-02 09:51:55;BSV;-113.8737
CarbonColdwallet;2023-12-02 09:57:12;SEI;8345.0550
TopCrypto;2023-12-02 09:58:16;CZK;-68944.6886
RentonCoin;2023-12-02 10:05:31;PLN;-27800.9134
CoinCygen;2023-12-02 10:13:32;OKB;-124.3295
BatCoin;2023-12-02 10:23:16;KAS;-61047.2856
Cryptoemotions;2023-12-02 10:23:39;GBP;4667.6907
Coldwalletbea;2023-12-02 10:27:32;CAD;-5755.3965
Capitsio;2023-12-02 10:29:23;JPY;-1421232.6362
CryptoChill;2023-12-02 10:38:34;STX;-1852.9317
CurrentCrypto;2023-12-02 10:43:53;PLN;-33684.4703
OpulentCrypto;2023-12-02 10:45:01;DKK;-33811.9458
